2018-05-30 0:21:03, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:21:18, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000211673908&payInfo=https://qr.alipay.com/bax06359zqtro73fh4xy003c&productCode=0203&queryId=18053080019898101548&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530002116&txnType=02&version=1.0 
2018-05-30 0:21:18, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>5d842618e56e8407980c5522fc4a3440d3dfc360 
2018-05-30 0:21:18, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:39:47, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:39:47, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000394723483&productCode=0203&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530003947&txnType=02&version=1.0 
2018-05-30 0:39:47, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >5e0292100beb7346528364f533cc5f26678b269b 
2018-05-30 0:39:47, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >JfZuQJ3KLawcPfgiXfg0vw/b3DLKAke3Ij4BF4uY+6GAbDsEtYaSrN9UdZL84Odl6Ezn7bPfYcWc5f8SLq0D+n9Zld2RokcjEWLPUatv+ev2ssQlOaEEUAsXjWauFa+HccH7xsnefDgLAgM2Nwk6Q19eVQQUh4WsqfdcNIs19h49Yr4I2KLyfD6yQPKs+djrMsp/WJtgijYZXrgbFt/AXqEn4lzdNQuLVnXD2T5+TM6KOjHY4FT7RTGN++K60bWtF5fdaqRmSpZKEBYUEsVMTbiO9sk2CSAWgUCPHqZn/gXv6QtvE0zeP0YX/IfmpIfrSdX48ULxI+4ryPiPsuGNMg== 
2018-05-30 0:39:47, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000394723483&payInfo=https://qr.alipay.com/bax07940d5rwq0rmzl2q00df&productCode=0203&queryId=18053080015010199974&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530003947&txnType=02&version=1.0 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>7274bd3b2e5296053ba24e9dd4e43293290d7282 
2018-05-30 0:39:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000394723483&productCode=0203&queryId=18053080015010199974&respCode=00&respMsg=交易成功[000000]&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530003947&txnType=02&version=1.0 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>3cc627143d32417251bcd9485354aafc4ec38129 
2018-05-30 0:40:12, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:41:45, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:41:45, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000414546556&productCode=0202&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180530004145&txnType=02&version=1.0 
2018-05-30 0:41:45, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >11ca6ba487a1bb6089677e3a62399f6f77ee5b95 
2018-05-30 0:41:45, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >H/Njxo6R995Hyug6WpTFadQyjbSOQ2voFLNyyaYqMtf07WBQRzn7B+tr065SB/4+0jDoETmR3uwl4Es9ZFavAEebrtwWfwEGrNUHq7UCoWK7/T69Csxn8nIX5wxa9qGN40OxL5DlDHFdzcQe4wvGXSGe9RYEBHoMbUWzzcH4nk8IbVo8rO+ZLteiIeaRl2wolmG7+vmTw+tzHg+k1C1jkRD05kBEJOKEmZv3hgc2wJnF3JagnHaOuRmOM94rzR0A1Q7381pHxGzYM7pSOiQD3iYPc8Obwi2QgniJFtyhaGjCgnZtpVcOlFKwh01WBhpCMJG97TpaJdeKp+F4bQOIuw== 
2018-05-30 0:41:45, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000414546556&payInfo=weixin://wxpay/bizpayurl?pr=WO1HwpZ&productCode=0202&queryId=18053080045748495556&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180530004145&txnType=02&version=1.0 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>d3f52af5750cea56f61dc2d72198f0e67bc18cee 
2018-05-30 0:41:49, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000414546556&productCode=0202&queryId=18053080045748495556&respCode=00&respMsg=交易成功[000000]&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180530004145&txnType=02&version=1.0 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>cdf08329c50bf6111fc0f3bdff4fc093405b03f5 
2018-05-30 0:42:07, INFO, 123.59.106.30, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:42:28, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:42:28, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000422780347&productCode=0203&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530004228&txnType=02&version=1.0 
2018-05-30 0:42:28, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >df3b1181342e03a073ebde3fde271d420ddf506d 
2018-05-30 0:42:28, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >vJfI4K8UncfIMzLKlP7Y2Qv3BznUOo35bHoMmqZ0jqXog7tLxiXX94YgPXA5xy+qw1VpsD4E8g2yivKRTLNFHzOQBjPz34LNygsVJocydsSSnoz9nsoL92k+sIRzpqVVgzMiAFZGosbSx8fq2cRpKUXb5PPES4WK7kaYxe8+ekd17DCVK9A0h9+GjQGHGwwAch08PCVmEPUTmqxX8iew5iT6YFyN5ef6wCK3EP5HqUNuL9ZlsL5hvr1BjFguGS4ZoVcheTKWCJgA5NbilyPGHRlizLVyavInsitRuP03iLM+jzTb3v4gnghKlqsZK0+574iMUgra9fd1ZJepW/a2Xw== 
2018-05-30 0:42:28, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000422780347&payInfo=https://qr.alipay.com/bax07144ralgw6bzuh520022&productCode=0203&queryId=18053079915153534826&respCode=66&respMsg=交易成功&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530004228&txnType=02&version=1.0 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>038d545228d5ee30403fddd3d2584d24f0de872e 
2018-05-30 0:42:30, INFO, 124.133.166.34, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000422780347&productCode=0203&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530004305&txnType=02&version=1.0 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >82c0b4575a786abf227ab3ced6529340d6fa5d52 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >jWho75L23/y4N+28Yf42O8ASkZwyhi1njiACXD/J/mGISoNh3vXUys8Z4HAYk5YVxwXVscvJNQaMzwT3gwJ9GMhiZaqP7vcknaJr8bRsTUZ2aHqjhylnLPGXbNmslRb2L7HlLAdQwjodYuQzsolgtSsMBnHlyayx5Mts+eMX7+ZCVY4hol3ka+1S+3oB1BL5uk/8yDyK5QDodQuNZ70+Mz3Uw2wpEk4rT2qIM1zSFgD4MTWYqPNHX/T2rV+LN0bofts3G4reCzsP1fMuyGd3YWOO8FlBWhPBqGdXGYzC5/OOU+UCl34QpCsyV4armd7ymzu2Zi7TGHbRObEAviLkOw== 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000422780347&productCode=0203&respCode=44&respMsg=订单异常[203007]&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530004305&txnType=02&version=1.0 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>42598610189b7a6d7e804bf12b6d6a518ee52989 
2018-05-30 0:43:05, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000210327286&productCode=0202&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180530004818&txnType=02&version=1.0 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >a598a5dc8f0de41bd65d02b8ebdd436afb8a7910 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >pT6MBPsdjzkdyBDfsKWFD2Jb0RGEJU9RDAmrbIrfQESLws7dSC9+IZyCBnTx0LWzWJ7YqAi1w0dmaRv185Qcp6ln6zUoy84Gg4ao7EOjwrmLpXNI14AIVs/pkaFRvU3ioNR+w9rVwWay4zdGFWap52645Zvxmb8zwuyf+SXXgm8xh8qlukoCyxUIRS9kgAuktV2DRQOa1Q4aK9WJ7N0FfTF7LlfEgJPvvR2UuPqybqxSh1jY4pFHnAcKdYWPkmtKLNIecSqvp2BQQS/U84MUb+liaILb/8+BYyZWNmi+vyjFYSJ2rBOErmLbCQbFnmf8K0uEbeY8KobQ6IgY1lJb1w== 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[74]------ 验证签名证书目录 :>./assets/certs/ 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[84]------ 加载验签证书成功 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[52]------ 报文去[signature] key=val&串>backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1493192193960028&merId=7000000293&merchantNum=200370148160002&orderId=2018053000210327286&productCode=0202&respCode=44&respMsg=订单异常[203007]&signMethod=01&txnAmt=200&txnSubType=02&txnTime=20180530004818&txnType=02&version=1.0 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[56]------ 摘要shax16>a1351ee6bf35e37621fbeeea1c33c8c9d58480c3 
2018-05-30 0:48:18, INFO, unknown, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[58]------ 验签成功 
2018-05-30 0:49:39, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[12]------ =====签名报文开始====== 
2018-05-30 0:49:39, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[18]------ 签名key=val&...串 >backUrl=http://pay.7zcyl.com/pay/sfb/notify_url.php&certId=1526265143868626&merId=7000000293&merchantNum=200370148160002&orderId=2018053000493970270&productCode=0203&signMethod=01&txnAmt=200&txnSubType=03&txnTime=20180530004939&txnType=02&version=1.0 
2018-05-30 0:49:39, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[21]------ 摘要sha1x16 >1546b54e96ee4b54e074786561bee7b9668a5912 
2018-05-30 0:49:39, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[28]------ 签名串为 >qFLQGfuMCphNoyoMHuPI3Rf8X3rxbTsCravriTMccwxxOHli6oyvcDB/L1fHT9AKWFx1qOsZ1b/SYNiK79aWDp44DrnjzMbFgJZmE++EZZJWeuG3T9zxA+af4EBMJVh8mbs3ig5LfcSzg2XLfN78gTE0YVy3cy12ldPy7GDdLCgWtz/dbYXrD4FRNiRv9cQTl1zdlLZxcIovcmR12RJGyVvprPMbYzBOl8wRHgk7IISbozZfnluMV+0DCNOqtyzGx87a9BLDSZ1j6jh3YmAh8zEzuMxA+ZdYgbLs6AZLY9Pwv0Ksa4QsvupfFRUeocYPC/LrX4t0YyOaRlMCrncrpA== 
2018-05-30 0:49:39, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[33]------ =====签名报文结束====== 
2018-05-30 0:49:41, INFO, 112.224.19.142, File[ D:\wwwroot\paymall\wwwroot\pay\sfb\sdk\secureUtil.php ], Line[71]------ 报文返回的证书ID>1493192193960028 
